,Station,Previous Station Code,Up/Down Line,Day of Week,Hour,Minute,Number of Transfer,GetIn_cnt,GetOut_cnt,PrevCongestion0,PrevCongestion1,PrevCongestion2,PrevCongestion3,PrevCongestion4,PrevCongestion5,PrevCongestion6,PrevCongestion7,PrevCongestion8,PrevCongestion9,sin_time,cos_time,sin_minute,cos_minute,Route Code_0.0,Route Code_1.0,Route Code_2.0,Route Code_3.0,Route Code_4.0,Route Code_5.0,Fast Transfer0,Fast Transfer1,Fast Transfer2,Fast Transfer3,Fast Transfer4,Fast Transfer5,Fast Transfer6,Fast Transfer7,Fast Transfer8,Fast Transfer9,Fast Get Off0,Fast Get Off1,Fast Get Off2,Fast Get Off3,Fast Get Off4,Fast Get Off5,Fast Get Off6,Fast Get Off7,Fast Get Off8,Fast Get Off9
17455,227,227,0,4,10,30,0.0,2007.184302584331,484.3640457264593,43.333333333333336,46.333333333333336,63.333333333333336,64.33333333333333,81.33333333333333,66.33333333333333,64.33333333333333,59.333333333333336,54.333333333333336,50.333333333333336,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25192,241,241,0,3,6,50,0.0,71.80203129138779,63.45936680428656,11.0,14.0,10.0,6.0,9.0,8.0,10.0,8.0,9.0,5.0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
13154,220,220,1,2,7,10,1.0,289.16697075467744,1557.4388482965587,34.0,34.0,33.0,37.0,38.0,44.0,34.0,39.0,30.0,25.0,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6712,209,209,0,2,8,50,0.0,115.75781553984436,697.6273777644478,34.0,54.0,57.0,62.0,50.0,49.0,60.0,41.0,44.0,50.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
30147,235,235,0,2,8,50,0.0,622.2565262671027,1574.040576809993,7.0,8.0,9.0,7.0,6.0,5.0,6.0,5.0,5.0,3.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
15601,224,224,0,4,6,0,0.0,224.3882766994603,520.2790833851695,39.0,47.0,54.16666666666666,46.0,55.16666666666666,46.0,46.333333333333336,57.333333333333336,50.16666666666666,71.16666666666667,1.0,6.123233995736766e-17,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2876,204,204,0,1,9,0,1.0,36.83498505271031,268.13546901850856,39.0,52.5,57.5,74.5,54.5,59.5,64.5,45.5,51.5,56.5,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
8304,212,212,1,1,8,0,1.0,1271.56786648675,858.0109953340337,35.4,38.2,53.4,52.4,51.4,46.4,53.4,56.4,39.4,47.4,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
4639,207,207,1,3,7,30,0.0,606.4093649631517,187.0348549510693,68.6,62.6,67.6,61.6,61.6,55.6,54.6,60.6,59.6,63.6,0.9659258262890684,-0.2588190451025206,5.66553889764798e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18078,228,228,0,0,7,30,0.0,3011.053454685869,722.6805463642421,101.25,100.25,108.25,119.0,124.0,109.25,100.25,97.25,88.5,105.25,0.9659258262890684,-0.2588190451025206,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26863,230,230,1,0,7,20,1.0,1908.9155452174623,309.5623031531333,29.0,31.0,31.0,42.0,28.0,30.0,37.0,28.0,25.0,28.0,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26716,243,243,1,1,7,50,1.0,349.07896897510045,486.30059221783137,110.16666666666669,106.16666666666669,87.5,103.33333333333331,99.33333333333331,89.33333333333333,110.16666666666669,89.33333333333333,88.33333333333333,90.33333333333331,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23639,239,239,0,0,8,50,2.0,614.7436586856174,802.3720652544459,14.0,22.0,29.0,20.0,20.0,20.0,21.0,20.0,14.0,11.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
18527,229,229,1,3,8,30,0.0,915.830562536078,203.0364619596853,42.0,47.0,42.0,49.0,45.0,43.0,53.0,44.0,36.0,30.0,0.8660254037844387,-0.4999999999999998,5.66553889764798e-16,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16379,225,225,0,3,10,50,0.0,576.2238507251348,693.0561325959123,54.333333333333336,60.5,80.66666666666667,85.5,99.66666666666669,85.5,83.66666666666667,70.5,57.333333333333336,66.5,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12396,219,219,1,0,9,0,0.0,132.82427913398712,750.002468629299,80.4,81.4,96.6,111.2,104.0,105.4,124.2,94.8,74.6,65.2,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23337,239,239,1,3,7,40,2.0,1424.8229552435582,862.1643892517473,72.75,71.75,72.75,69.75,68.75,74.5,83.5,67.0,64.75,70.75,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
21444,236,236,0,3,6,50,1.0,145.1685031840959,170.92746019597476,30.0,41.0,31.0,35.0,30.0,28.0,38.0,34.0,29.0,35.0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
9731,214,214,0,3,6,50,0.0,374.3233923989077,310.61177613728285,15.857142857142858,24.285714285714285,21.428571428571427,20.571428571428573,18.714285714285715,26.0,24.142857142857142,25.142857142857142,16.714285714285715,20.571428571428573,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
7568,211,211,1,0,6,40,1.0,139.12154789431838,449.3112180995948,21.83333333333333,17.833333333333332,25.666666666666668,23.83333333333333,20.0,22.666666666666668,22.83333333333333,21.83333333333333,19.666666666666668,21.83333333333333,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
9892,214,214,0,2,10,20,0.0,1087.3179920010523,359.04704116363035,13.0,14.0,14.0,14.0,16.0,15.0,15.0,10.0,10.0,8.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1536,203,203,1,4,9,0,1.0,31.14545582531636,255.49050798811427,48.0,43.0,41.0,37.0,37.0,43.0,34.0,32.0,37.0,27.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
15363,224,224,1,0,6,10,0.0,54.10213425944378,125.44420428606328,9.0,9.0,13.0,14.0,16.0,16.0,15.0,13.0,10.0,6.0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9242,213,213,0,2,6,10,0.0,408.4651532646924,222.574920888603,26.25,27.25,19.0,20.0,26.5,22.0,36.0,34.75,21.0,20.25,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23923,239,239,0,2,9,40,2.0,216.59401946206907,130.6534608045004,10.5,14.5,20.0,21.5,16.5,15.5,15.5,15.5,15.5,8.5,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
17476,227,227,0,0,7,20,0.0,2007.184302584331,484.3640457264593,91.0,104.8,119.6,112.6,148.2,126.6,117.6,107.8,101.8,136.4,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25340,241,241,0,1,10,0,0.0,210.0093729146572,110.29308983340398,9.0,14.0,16.0,20.0,18.0,15.0,16.0,13.0,11.0,9.0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
11860,218,218,1,3,9,20,1.0,122.39297504279284,195.0053035318665,61.6,90.4,95.8,94.8,98.0,104.6,100.4,84.2,73.6,60.8,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
19088,230,230,1,4,8,0,1.0,2900.8515074259803,531.7671205360647,43.0,43.0,50.0,64.0,55.0,59.0,63.0,47.0,46.0,41.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
13914,221,221,0,0,10,30,0.0,292.1259739025925,2700.08957915124,25.0,37.0,46.0,52.0,51.0,46.0,46.0,43.0,37.0,27.0,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14811,223,223,1,0,10,10,0.0,160.8937236418625,353.0213266957468,21.0,21.0,26.5,28.0,27.5,32.5,24.5,24.5,14.5,11.0,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9502,214,214,1,1,7,50,0.0,1339.3148847112764,442.2598081514382,47.8,60.4,65.8,61.6,48.2,59.4,59.6,45.0,45.6,38.8,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
4246,206,206,0,3,6,50,1.0,190.8702608853896,145.75155199151075,20.0,21.0,20.0,23.0,24.0,18.0,18.0,18.0,19.0,29.0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
21673,236,236,0,2,9,40,1.0,145.1685031840959,170.92746019597476,5.0,6.0,7.0,7.0,5.0,4.0,6.0,4.0,3.0,2.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
14077,221,221,0,2,9,0,0.0,168.41771489209194,742.7242899466378,76.0,81.83333333333333,105.83333333333331,116.33333333333331,106.83333333333331,119.16666666666669,103.16666666666669,108.66666666666669,83.66666666666667,69.33333333333333,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5100,207,207,0,1,7,40,0.0,622.8563884615058,192.10761080235537,68.0,91.0,93.0,86.0,86.0,101.0,94.0,69.0,68.0,63.0,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
19817,232,232,1,2,6,30,0.0,705.8688314167928,283.77669295557695,22.0,17.0,19.0,28.0,25.0,21.0,26.0,21.0,20.0,20.0,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
14094,221,221,0,2,10,30,0.0,292.1259739025925,2700.08957915124,32.0,46.0,58.0,67.0,65.0,58.0,58.0,54.0,47.0,35.0,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24965,241,241,1,2,8,20,0.0,792.1557933222276,881.0732832581087,145.0,139.0,151.0,189.0,170.0,160.0,139.0,161.0,143.0,145.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17437,227,227,0,4,9,0,0.0,663.9624910776539,250.43878469368173,74.16666666666667,104.33333333333331,118.33333333333331,137.5,139.5,126.33333333333331,126.33333333333331,120.33333333333331,97.33333333333331,100.16666666666669,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15239,223,223,0,1,10,50,0.0,634.3473722485485,1391.838947276856,32.5,42.833333333333336,58.5,62.16666666666666,67.66666666666667,62.16666666666666,59.333333333333336,49.16666666666666,40.833333333333336,45.5,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
13148,220,220,1,2,6,40,1.0,152.29983071728412,570.6219169771351,16.0,20.0,21.0,20.0,19.0,24.0,21.0,17.0,17.0,14.0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2982,204,204,0,2,10,0,1.0,79.86646260301363,647.9688815963906,24.33333333333333,28.666666666666668,36.66666666666666,39.66666666666666,38.66666666666666,35.666666666666664,41.0,30.666666666666668,28.666666666666668,32.666666666666664,0.4999999999999999,-0.8660254037844387,0.0,1.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
11495,217,217,0,0,8,50,0.0,720.1368853837521,275.36291254458166,28.428571428571427,24.285714285714285,34.285714285714285,36.142857142857146,36.0,29.285714285714285,30.285714285714285,29.285714285714285,26.428571428571427,18.428571428571427,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22733,238,238,1,2,9,50,1.0,404.8985915850778,321.41142788101405,34.0,37.0,36.0,34.0,41.0,46.0,43.0,33.0,43.0,33.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8622,212,212,0,1,9,30,1.0,380.44246178667385,330.1700770795322,40.75,31.25,43.0,38.25,39.5,37.25,38.25,32.5,27.0,32.25,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
6803,210,210,1,4,10,20,0.0,313.2327613892888,641.2199517053791,21.4,19.0,26.0,24.4,20.6,20.6,21.6,19.4,16.6,17.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
29541,235,235,1,0,9,40,0.0,240.0940218535124,243.7060700743349,35.8,42.6,41.8,45.6,42.8,50.2,56.2,47.4,50.6,33.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
7555,211,211,1,4,10,30,1.0,345.36128762850257,1134.5969942080114,16.0,17.2,22.0,23.8,20.6,21.4,21.4,19.6,14.8,18.6,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
24352,240,240,0,0,6,50,0.0,115.49955674741967,120.22637912639334,11.0,18.0,16.0,9.0,12.0,11.0,14.0,13.0,11.0,6.0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
28704,234,234,0,1,8,40,2.0,2036.1370434538253,1581.655468923548,6.0,7.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,3.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
19845,232,232,1,2,8,0,0.0,2454.169312883701,3300.761694593856,64.0,71.0,75.0,96.0,86.0,90.0,98.0,78.0,70.0,62.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9128,213,213,0,3,6,40,0.0,408.4651532646924,222.574920888603,34.75,29.5,21.0,19.0,24.25,22.0,24.25,23.0,25.25,38.75,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
7691,211,211,1,1,6,50,1.0,139.12154789431838,449.3112180995948,31.8,27.6,32.6,25.8,28.4,26.8,27.4,34.6,25.4,25.4,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
15626,224,224,0,4,8,10,0.0,673.4650475686082,2887.083244586629,164.6,184.6,199.6,201.6,208.6,216.6,194.6,204.6,187.6,182.6,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18338,229,229,1,4,8,0,0.0,915.830562536078,203.0364619596853,44.0,41.0,47.0,56.0,50.0,54.0,53.0,40.0,39.0,35.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5711,208,208,0,0,9,50,3.0,139.44200088484772,89.78159375244404,17.5,22.5,26.5,21.0,21.0,18.0,21.5,18.5,15.5,18.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
18341,229,229,1,4,8,10,0.0,915.830562536078,203.0364619596853,37.0,47.0,49.0,54.0,52.0,52.0,57.0,38.0,41.0,33.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19875,232,232,1,2,9,40,0.0,705.8688314167928,283.77669295557695,9.0,10.0,11.0,15.0,14.0,11.0,14.0,10.0,10.0,6.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
15561,224,224,1,2,7,40,0.0,102.37778656886218,299.3056379527705,32.0,37.0,38.0,41.0,49.0,49.0,43.0,30.0,27.0,25.0,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25827,242,242,0,4,10,20,0.0,238.34385350539867,101.8996180002232,13.25,19.0,22.5,19.5,22.5,17.75,14.25,19.5,16.75,12.25,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24517,240,240,0,1,6,0,0.0,115.49955674741967,120.22637912639334,4.0,5.0,9.0,9.0,6.0,6.0,9.0,6.0,3.0,2.0,1.0,6.123233995736766e-17,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
2201,203,203,0,2,8,10,1.0,193.63529012694693,2995.4531367712634,109.5,107.0,96.0,132.5,114.5,137.5,119.5,97.5,100.0,109.5,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
28171,234,234,1,3,9,0,2.0,851.1594452358738,354.36511511308214,52.4,44.2,43.2,50.2,58.4,58.2,70.4,57.2,59.4,50.4,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
24478,240,240,0,3,8,50,0.0,430.4129093707567,653.3620752854142,15.0,25.0,32.0,26.0,25.0,33.0,31.0,29.0,19.0,15.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
2043,203,203,0,3,9,30,1.0,41.46824280482063,340.1697659844885,41.66666666666666,47.66666666666666,57.0,70.66666666666667,59.333333333333336,58.333333333333336,50.0,39.66666666666666,45.66666666666666,49.0,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
26506,243,243,0,2,10,30,1.0,137.1347296550365,191.04187353559328,14.0,19.0,19.0,23.0,21.0,18.0,22.0,20.0,19.0,15.0,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
17542,227,227,0,3,7,50,0.0,2007.184302584331,484.3640457264593,131.4,149.2,169.2,162.2,180.2,179.0,174.0,165.2,128.4,143.2,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27515,231,231,1,0,6,50,0.0,422.7614617346644,110.66350063403986,27.0,27.0,27.5,34.5,23.5,23.5,38.5,40.0,21.5,21.0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9875,214,214,0,2,8,50,0.0,1591.147867328728,653.9589413809549,28.714285714285715,35.142857142857146,37.0,36.0,31.428571428571427,30.571428571428573,30.428571428571427,26.0,27.714285714285715,29.571428571428573,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
27271,230,230,0,0,7,0,1.0,4227.240619166099,685.5171489016611,84.66666666666667,83.66666666666667,81.5,81.5,72.33333333333333,55.16666666666666,67.33333333333333,57.16666666666666,57.16666666666666,71.33333333333333,0.9659258262890684,-0.2588190451025206,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8857,213,213,1,3,9,0,0.0,417.1951207079102,227.33192842646545,63.5,67.5,83.0,76.5,61.0,61.5,59.0,57.0,37.0,34.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
22203,237,237,0,3,7,20,1.0,499.318033138628,319.51407147994166,42.0,39.0,40.0,54.0,51.0,52.0,57.0,36.0,42.0,39.0,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
26434,243,243,0,2,6,30,1.0,58.09301868920587,62.73171288826815,10.0,18.0,13.0,17.0,10.0,8.0,12.0,15.0,10.0,7.0,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
23933,239,239,0,2,10,10,2.0,471.4154009208256,285.2547888304446,7.0,12.0,15.0,16.0,12.0,12.0,13.0,10.0,8.0,5.0,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
25636,242,242,1,1,6,40,0.0,246.7251919471868,153.28663696565698,38.75,27.0,21.75,21.75,21.0,24.25,26.0,17.5,15.0,15.0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
14092,221,221,0,2,10,20,0.0,292.1259739025925,2700.08957915124,35.0,39.0,54.0,62.0,60.0,54.0,52.0,50.0,41.0,33.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10504,216,216,1,4,6,20,1.0,890.0783508295629,639.1156017930383,19.0,19.0,25.0,27.0,25.0,25.0,22.0,23.0,19.0,16.0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2635,204,204,0,4,10,40,1.0,79.86646260301363,647.9688815963906,19.0,25.0,27.0,28.0,30.0,33.0,31.0,23.0,20.0,24.0,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
13497,220,220,0,2,10,40,1.0,352.5727552727198,1898.9392338952216,26.166666666666668,30.0,47.16666666666666,55.0,55.16666666666666,46.5,48.333333333333336,44.333333333333336,39.5,32.0,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20890,233,233,0,2,6,10,1.0,519.8276075146873,179.54898109760146,20.5,20.33333333333333,33.333333333333336,35.666666666666664,30.166666666666668,28.166666666666668,26.0,32.333333333333336,22.5,30.33333333333333,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
